ID,City,Province,SALEDT,Price,SQFT,RMTOT,RMBED,BATH,FLR1AREA,BSMT,HEATSYS,ATTIC,SFLA,GRADE,SALE_YEAR,SALE_MONTH,EFF_AGE,Style
25946,54,2,2015-09-03,165000,3549,3,3,1,768,7,2,1,1474,C,-3,9,21,H
25947,54,2,2013-08-28,362500,3450,3,3,1,839,6,3,1,1840,C,-5,8,33,U
25948,75,2,2015-09-03,4000,0,4,4,1,320,1,4,1,320,E,-3,9,438,U
25949,69,1,2017-08-31,114000,40000,3,3,1,1346,6,1,1,1346,D,-1,8,35,U
25950,27,3,2013-06-19,189000,174240,5,5,1,1064,7,1,1,1968,C,-5,6,20,B
25951,23,1,2017-06-12,130000,309276,5,5,1,776,2,1,1,1557,C,-1,6,37,U
25952,54,2,2015-08-26,257800,32328,3,3,3,1911,7,1,1,2651,C,-3,8,38,S
25953,33,3,2014-07-23,15000,11200,3,3,1,490,7,1,1,873,C,-4,7,449,U
25954,69,1,2014-06-12,79000,16335,2,2,1,532,7,3,1,532,D,-4,6,53,U
25955,33,3,2016-06-09,135000,8000,4,4,1,1000,7,1,1,1600,C,-2,6,29,U
25956,54,2,2017-07-13,288500,9762,3,3,2,907,7,3,1,1532,D,-1,7,32,U
25957,54,2,2013-06-28,163000,4868,3,3,2,567,7,1,1,1343,C,-5,6,24,H
25958,54,2,2016-06-30,299000,15953,4,4,2,1355,7,2,1,2123,C,-2,6,24,S
25959,59,2,2013-05-31,320000,9554,4,4,2,1294,7,2,0,1848,C,-5,5,2,S
25960,33,3,2015-07-07,190000,6271,4,4,2,1176,5,1,1,1671,C,-3,7,23,S
25961,69,1,2017-12-04,291500,11735,3,3,2,1911,2,5,0,1635,C,-1,12,4,U
25962,54,2,2015-10-29,345000,2804,3,3,3,1082,7,1,0,2584,C,-3,10,3,R
25963,33,3,2017-11-30,115000,9100,3,3,1,982,7,3,1,1150,C,-1,11,462,U
25964,54,2,2016-08-24,376000,43722,3,3,2,2436,7,1,1,2392,C,-2,8,22,U
25965,54,2,2014-07-21,310000,7656,4,4,1,624,7,3,1,1476,C,-4,7,33,U
25966,54,2,2013-03-28,371015,75172,3,3,3,1428,7,1,0,2048,C,-5,3,1,B
25967,54,2,2013-06-20,254076,3256,3,3,1,672,7,2,0,1404,C,-5,6,0,H
25968,54,2,2016-04-18,267000,7067,4,4,2,1229,7,1,1,2126,C,-2,4,38,S
25969,93,1,2017-05-15,26500,23434,1,1,1,584,2,6,1,584,D,-1,5,47,U
25970,54,2,2015-02-12,274000,1488,3,3,1,549,7,3,1,1170,B,-3,2,97,R
25971,69,1,2013-07-05,242000,15000,4,4,1,1843,7,2,1,1919,C,-5,7,21,U
25972,54,2,2014-06-06,189500,0,2,2,1,1060,7,1,1,1020,C,-4,6,41,U
25973,33,3,2014-12-15,85000,4000,3,3,2,672,7,1,1,1152,C,-4,12,37,U
25974,54,2,2015-10-23,220000,9590,6,6,2,1008,7,2,1,1901,C,-3,10,30,B
25975,54,2,2013-04-30,245000,5089,4,4,1,1103,7,1,1,2112,C,-5,4,41,U
25976,54,2,2015-08-25,212400,9326,3,3,1,720,7,3,1,1460,C,-3,8,39,U
25977,54,2,2017-06-02,155000,7811,5,5,3,1232,7,2,1,2032,C,-1,6,458,B
25978,54,2,2013-02-15,299116,43418,3,3,2,1799,7,5,0,1359,C,-5,2,0,U
25979,33,3,2017-10-18,35000,2940,3,3,1,516,1,6,1,1160,C,-1,10,457,U
25980,80,3,2014-12-12,65000,6480,3,3,1,713,2,3,1,1711,C,-4,12,459,U
25981,54,2,2013-02-26,170000,12000,3,3,2,918,6,3,1,1877,C,-5,2,46,U
25982,54,2,2016-03-31,306000,6250,3,3,1,612,7,1,1,1544,C,-2,3,67,U
25983,54,2,2015-08-13,185000,8000,2,2,1,875,7,3,1,1242,C,-3,8,36,U
25984,33,3,2013-01-29,170000,142441,2,2,1,1226,7,2,1,1226,C,-5,1,26,U
25985,54,2,2016-09-16,223000,14600,2,2,1,1272,7,1,1,960,C,-2,9,31,U
25986,54,2,2016-11-29,370000,51686,3,3,3,1920,7,1,1,3237,C,-2,11,28,U
25987,25,1,2016-08-11,165500,7500,3,3,1,1150,7,1,1,1701,C,-2,8,39,S
25988,70,1,2017-05-31,188000,26035,2,2,2,1384,7,3,1,1514,C,-1,5,34,U
25989,69,1,2013-09-03,320000,9142,3,3,3,2172,7,5,0,2353,C,-5,9,2,U
25990,27,3,2017-09-15,64000,15000,2,2,1,672,1,2,1,672,E,-1,9,35,U
25991,80,3,2013-10-18,179000,1524600,2,2,1,1292,7,2,1,1292,C,-5,10,27,U
25992,54,2,2015-10-15,304571,19223,4,4,3,2531,7,5,0,3975,B,-3,10,3,U
25993,80,3,2013-11-06,29500,478724,3,3,1,575,1,6,1,575,E,-5,11,112,U
25994,54,2,2016-08-31,260000,15000,3,3,2,1104,7,1,1,1704,C,-2,8,19,U
25995,64,3,2016-06-03,70000,43560,3,3,1,960,7,3,1,960,C,-2,6,56,U
25996,20,1,2013-10-15,133500,34013,3,3,1,943,7,2,1,1723,C,-5,10,36,U
25997,27,3,2014-02-28,119400,15000,3,3,1,810,7,2,1,1620,C,-4,2,29,U
25998,54,2,2015-01-12,220000,22164,3,3,1,1050,7,1,1,1470,C,-3,1,28,S
25999,81,3,2016-02-22,55000,4400,3,2,1,925,7,3,1,1110,D,-2,2,43,U
26000,98,1,2015-12-04,175000,12263,3,3,2,1050,7,2,1,1794,C,-3,12,23,B
26001,69,1,2013-08-30,282000,43520,3,3,2,890,2,2,1,1704,C,-5,8,18,U
26002,84,3,2017-03-31,21000,5500,3,3,1,757,3,3,1,870,D,-1,3,78,U
26003,54,2,2013-11-28,209500,3089,3,3,1,610,7,1,1,1250,C,-5,11,42,H
26004,54,2,2017-06-28,140000,3600,3,3,1,480,7,3,1,1440,C,-1,6,41,H
26005,54,2,2017-06-30,229000,13256,5,5,2,960,7,2,1,1776,C,-1,6,40,U
26006,69,1,2016-07-29,294500,19876,5,5,3,1988,7,1,1,2394,C,-2,7,10,U
26007,81,3,2017-10-16,99050,10800,3,3,1,716,2,1,1,1642,C,-1,10,44,U
26008,54,2,2015-08-13,224000,5000,3,3,2,1050,7,3,1,1929,C,-3,8,29,B
26009,54,2,2017-08-15,135000,3047,3,3,1,620,7,2,1,1147,C,-1,8,29,H
26010,93,1,2017-09-28,115000,8611,1,1,1,768,7,2,1,768,C,-1,9,9,U
26011,92,1,2013-06-26,125000,5455890,10,3,2,744,2,6,1,936,C,-5,6,43,U
26012,54,2,2016-04-15,160000,30257,2,2,1,490,2,1,1,490,D,-2,4,36,U
26013,69,1,2015-08-21,169500,8199,3,3,1,1128,7,2,1,1516,C,-3,8,26,S
26014,43,2,2016-04-15,135000,12944,3,3,1,1215,2,3,1,1402,C,-2,4,39,U
26015,54,2,2015-10-23,127500,16000,2,2,1,714,4,3,1,520,C,-3,10,25,U
26016,54,2,2016-01-08,155000,39640,3,3,1,980,7,1,1,980,C,-2,1,42,U
26017,54,2,2016-07-21,214900,76665,3,3,2,936,7,2,1,1632,C,-2,7,11,B
26018,74,2,2017-02-16,235000,33778,3,3,2,1096,7,2,1,1775,C,-1,2,9,B
26019,75,2,2016-07-15,141000,72310,3,3,2,649,2,3,1,1006,C,-2,7,26,U
26020,54,2,2015-10-07,217000,3005,4,4,1,660,7,2,1,1760,C,-3,10,15,H
26021,54,2,2016-02-17,179000,9099,3,3,1,889,7,1,1,889,C,-2,2,40,U
26022,70,1,2014-03-03,105000,8900,2,2,1,720,7,5,1,802,C,-4,3,32,U
26023,54,2,2015-09-10,357500,5555,4,4,2,1020,7,1,1,1596,C,-3,9,32,U
26024,54,2,2016-10-27,174000,3801,4,4,2,578,7,2,1,1466,C,-2,10,34,H
26025,43,2,2016-08-04,160000,8231,1,1,1,1470,2,2,1,1134,C,-2,8,27,U
26026,59,2,2015-11-02,130000,7500,2,2,1,492,7,2,1,1152,C,-3,11,30,H
26027,54,2,2016-08-18,274000,3300,6,6,3,896,7,1,1,1820,C,-2,8,42,U
26028,54,2,2017-09-28,193000,7174,2,2,2,1068,7,1,1,1868,C,-1,9,45,U
26029,44,2,2013-06-21,133500,8820,3,3,1,960,7,3,1,960,C,-5,6,27,U
26030,54,2,2013-04-18,270000,39410,4,4,3,1188,7,2,1,1726,C,-5,4,24,B
26031,33,3,2017-11-01,121000,11543,3,3,1,954,7,1,1,1067,C,-1,11,21,U
26032,54,2,2017-05-15,226500,4999,3,3,2,744,7,3,1,1712,C,-1,5,37,U
26033,59,2,2013-07-15,375000,27559,3,3,3,2562,7,5,1,1954,C,-5,7,6,U
26034,33,3,2016-07-28,175500,7517,4,4,2,912,7,2,1,1368,C,-2,7,28,U
26035,54,2,2013-06-28,329900,13238,3,3,2,1449,7,2,0,2349,C,-5,6,6,B
26036,54,2,2013-08-29,286325,40503,3,3,1,1361,7,1,1,1977,C,-5,8,7,B
26037,75,2,2013-02-14,130000,8611,3,3,1,820,7,3,1,1170,D,-5,2,45,U
26038,54,2,2013-09-19,360000,19470,5,5,3,1239,7,1,1,3876,C,-5,9,19,U
26039,75,2,2017-05-04,454500,54014,4,4,1,949,1,2,1,925,D,-1,5,47,U
26040,62,2,2013-01-02,177991,6936,6,6,2,900,2,3,1,2364,C,-5,1,44,U
26041,33,3,2013-04-12,11000,31405,4,4,2,1800,1,2,0,1800,C,-5,4,4,S
26042,98,1,2015-07-10,167000,6611,3,3,2,1008,5,2,1,1555,C,-3,7,22,S
26043,33,3,2017-03-03,180000,6000,4,4,1,1027,7,3,1,1559,C,-1,3,30,U
26044,60,2,2013-07-25,197000,20000,3,3,2,1008,7,2,1,1512,C,-5,7,26,U
26045,66,3,2013-07-18,36500,1650,2,2,1,681,6,1,1,681,E,-5,7,46,U
26046,54,2,2017-10-18,373000,5819,4,4,3,1662,7,2,1,2499,C,-1,10,21,B
26047,54,2,2015-12-08,247500,4635,2,2,1,672,7,1,1,806,C,-3,12,37,U
26048,54,2,2016-07-28,315000,9212,3,3,1,576,7,3,1,877,C,-2,7,41,U
26049,43,2,2017-05-24,163000,14097,3,3,1,1232,7,1,1,1232,C,-1,5,12,B
26050,20,1,2017-05-15,133000,30000,3,3,1,810,7,3,1,1296,D,-1,5,23,U
26051,54,2,2013-07-30,201500,41663,4,4,2,1024,7,3,1,1794,C,-5,7,35,U
26052,95,1,2013-07-02,147000,59677,3,3,1,1657,7,2,1,1697,C,-5,7,31,U
26053,54,2,2017-12-15,278800,0,3,3,3,720,7,2,0,1940,C,-1,12,1,U
26054,33,3,2016-07-21,125000,62291,3,3,1,1048,7,2,1,1648,C,-2,7,37,U
26055,89,1,2016-06-23,85000,4799,3,3,1,1018,7,4,1,1114,D,-2,6,67,U
26056,82,3,2017-07-27,110000,8100,3,3,2,1024,7,3,1,1894,C,-1,7,40,U
26057,54,2,2017-02-23,222000,31181,6,2,2,884,7,1,1,2026,C,-1,2,24,U
26058,69,1,2014-07-17,173500,16038,3,3,2,990,7,2,1,1732,C,-4,7,23,U
26059,59,2,2017-06-28,231500,0,3,3,1,1307,7,2,1,2177,C,-1,6,32,B
26060,74,2,2017-05-17,330000,102366,4,4,2,1415,7,2,1,2830,C,-1,5,13,U
26061,54,2,2013-04-17,1100000,6844,4,4,4,1285,7,5,1,3855,A,-5,4,5,U
26062,54,2,2013-08-15,150000,3704,3,3,1,528,7,2,1,1085,C,-5,8,35,H
26063,74,2,2013-10-15,436000,44000,3,3,1,864,7,1,1,1728,C,-5,10,35,U
26064,24,1,2016-05-04,75000,22900,4,4,1,1279,7,3,1,1279,C,-2,5,456,U
26065,54,2,2017-03-24,242933,3201,3,3,2,665,5,5,0,1330,C,-1,3,1,H
26066,59,2,2015-12-17,186000,10649,3,3,2,1665,7,2,1,1905,C,-3,12,28,U
26067,33,3,2016-08-15,80000,5000,4,4,2,1280,7,1,1,1524,B,-2,8,461,U
26068,33,3,2014-03-19,100000,12500,4,4,2,2580,7,1,0,5160,C,-4,3,38,U
26069,54,2,2014-05-30,203000,3507,3,3,1,714,7,2,1,1328,C,-4,5,7,H
26070,54,2,2013-04-30,305000,24995,2,2,3,984,7,1,1,1534,C,-5,4,13,B
26071,88,1,2013-07-12,40000,186872,3,3,1,616,2,1,1,1050,C,-5,7,453,U
26072,74,2,2014-06-23,166500,60113,4,4,1,1248,7,2,1,1656,C,-4,6,41,S
26073,54,2,2017-08-01,430000,6000,3,3,3,1072,7,5,1,2578,B,-1,8,3,U
26074,87,1,2016-10-18,129000,162043,4,4,1,1053,7,1,1,1778,C,-2,10,30,U
26075,33,3,2017-11-06,5600,6486,3,3,1,372,1,1,1,948,C,-1,11,433,U
26076,54,2,2015-09-16,504000,41673,2,2,2,1395,7,2,1,2165,B,-3,9,13,U
26077,96,1,2017-12-01,120000,44431,3,3,2,922,7,6,1,1704,C,-1,12,33,U
26078,54,2,2014-05-01,265183,5986,3,3,2,792,7,2,0,1831,C,-4,5,2,H
26079,54,2,2015-07-30,172500,2999,3,3,1,672,5,2,1,1282,C,-3,7,26,H
26080,24,1,2017-01-13,160000,23573,4,4,2,1020,7,5,1,1595,C,-1,1,27,U
26081,33,3,2017-12-01,65000,3750,3,3,2,890,7,1,1,1060,D,-1,12,462,U
26082,48,2,2013-06-28,202000,7709,3,3,2,1184,7,2,0,1776,C,-5,6,4,B
26083,69,1,2015-07-20,212500,16483,5,5,2,1240,7,2,1,1934,C,-3,7,22,B
26084,54,2,2017-09-06,147500,7650,4,4,1,692,7,3,1,1384,C,-1,9,78,U
26085,69,1,2016-11-25,135000,10979,3,3,2,1056,7,3,1,1531,D,-2,11,35,U
26086,72,1,2017-06-28,216500,8520,3,3,1,854,7,1,1,1334,C,-1,6,29,U
26087,54,2,2014-06-03,208500,0,2,2,1,864,1,2,1,864,C,-4,6,11,U
26088,74,2,2017-09-28,193450,41637,3,3,2,1482,7,3,1,1773,C,-1,9,39,U
26089,54,2,2017-08-04,227000,16800,3,3,1,1084,7,1,1,1884,C,-1,8,31,B
26090,54,2,2017-08-31,249400,6011,2,2,2,1084,7,2,1,1422,C,-1,8,23,B
26091,71,1,2013-05-30,358000,1406117,3,3,2,1452,7,5,1,2097,B,-5,5,1,U
26092,69,1,2016-05-05,215000,14420,3,3,2,1913,7,2,1,1288,C,-2,5,25,U
26093,54,2,2017-05-01,174000,15229,3,3,1,960,7,2,1,1056,C,-1,5,35,U
26094,33,3,2014-12-03,230000,34351,3,3,2,1144,7,1,1,2019,C,-4,12,19,U
26095,60,2,2017-08-04,150000,479160,3,3,1,930,7,1,1,1425,D,-1,8,34,U
26096,74,2,2015-11-20,185000,21714,3,3,1,528,1,2,1,1056,C,-3,11,24,U
26097,27,3,2016-07-15,280000,36046,3,3,1,700,7,2,1,1400,C,-2,7,22,U
26098,77,2,2016-10-28,185000,5700,9,9,3,1359,2,2,1,4508,C,-2,10,448,U
26099,54,2,2014-08-05,418000,46180,3,3,2,1404,7,5,0,2559,C,-4,8,7,U
26100,54,2,2017-03-30,600000,4724,3,3,3,648,7,1,1,2117,C,-1,3,31,U
26101,74,2,2014-07-31,350000,174240,3,3,1,984,4,2,1,1245,C,-4,7,42,U
26102,30,3,2016-10-25,180000,43560,3,3,2,1130,2,2,0,1988,C,-2,10,26,U
26103,33,3,2015-09-11,75000,9100,4,4,1,441,5,1,1,1210,C,-3,9,72,U
26104,54,2,2017-11-16,279000,57294,3,3,2,1917,1,4,0,1497,C,-1,11,5,U
26105,54,2,2015-06-01,211500,3383,3,3,1,697,7,2,1,2023,C,-3,6,16,H
26106,23,1,2014-10-20,70000,21500,3,3,1,1266,7,1,1,1218,C,-4,10,47,U
26107,54,2,2015-10-15,185000,11070,2,2,2,864,7,3,1,1414,D,-3,10,34,U
26108,59,2,2017-06-22,275000,39204,3,3,2,1252,7,2,0,2052,C,-1,6,1,U
26109,54,2,2014-04-25,140000,2999,4,4,1,567,7,3,1,1134,C,-4,4,35,H
26110,32,3,2013-09-09,35900,74052,2,2,1,677,7,3,1,572,D,-5,9,63,U
26111,20,1,2013-12-02,212500,522720,4,4,2,2241,7,2,1,2607,C,-5,12,39,U
26112,59,2,2016-07-18,254500,17636,4,4,2,998,7,1,1,1664,C,-2,7,10,B
26113,64,3,2014-08-08,113500,50530,3,3,1,1045,7,2,1,1568,C,-4,8,33,U
26114,69,1,2016-11-04,280000,21676,4,4,2,1682,7,5,1,3188,C,-2,11,22,U
26115,30,3,2016-11-21,97000,76595,5,5,2,957,3,3,1,1736,C,-2,11,71,U
26116,74,2,2017-01-31,170000,8611,3,3,2,1014,5,3,1,1014,C,-1,1,29,U
26117,81,3,2013-11-14,199000,5700,3,3,1,1698,7,3,1,1917,C,-5,11,33,U
26118,33,3,2015-12-17,170000,7150,3,3,1,816,7,3,1,1249,C,-3,12,23,U
26119,48,2,2014-06-19,175200,10101,3,3,1,1633,7,3,1,1666,C,-4,6,34,U
26120,65,3,2016-07-15,73000,6000,4,3,2,1008,7,3,1,1008,C,-2,7,45,U
26121,54,2,2016-06-15,315000,43560,3,3,2,1600,1,4,1,1600,C,-2,6,2,U
26122,48,2,2016-11-30,119500,9624,4,4,2,919,7,3,1,1244,C,-2,11,35,U
26123,75,2,2015-07-10,147500,47450,3,3,1,1040,7,1,1,1040,D,-3,7,17,U
26124,69,1,2017-08-25,256000,114998,3,3,1,884,2,1,1,1768,C,-1,8,14,U
26125,54,2,2015-09-01,525000,81893,4,4,1,1273,7,1,1,2292,C,-3,9,31,U
26126,54,2,2013-06-28,439001,6796,4,4,3,1376,5,1,0,2957,C,-5,6,2,U
26127,54,2,2013-06-17,142900,5500,4,4,1,510,7,2,1,486,C,-5,6,30,U
26128,54,2,2016-04-29,168000,10840,3,3,1,1248,3,1,1,1248,C,-2,4,22,U
26129,24,1,2017-12-01,166000,16240,4,4,2,1248,5,2,1,1826,C,-1,12,28,S
26130,48,2,2016-04-01,175000,8797,3,3,1,1266,7,2,1,1266,C,-2,4,21,U
26131,78,2,2015-12-10,245000,4300,2,2,1,600,7,3,1,900,C,-3,12,27,U
26132,54,2,2016-04-21,212500,6500,4,4,2,999,7,3,1,1499,C,-2,4,39,U
26133,54,2,2014-10-29,199000,3876,3,3,2,608,7,2,1,1516,C,-4,10,25,H
26134,54,2,2017-08-15,499900,74246,3,3,2,1971,1,5,0,3006,C,-1,8,5,U
26135,54,2,2015-08-10,325000,7848,3,3,2,1376,7,5,0,1872,C,-3,8,9,B
26136,59,2,2017-03-17,499900,10500,4,4,3,1845,7,5,0,3248,C,-1,3,3,U
26137,60,2,2016-08-19,265000,217800,3,3,1,1669,7,2,1,2269,C,-2,8,26,U
26138,54,2,2014-02-07,356500,39768,4,4,2,1733,7,1,1,2866,C,-4,2,30,U
26139,33,3,2014-08-06,145000,6250,6,6,2,900,7,1,1,1870,B,-4,8,74,U
26140,64,3,2014-07-11,179000,8025,2,2,1,996,7,2,1,996,C,-4,7,23,U
26141,71,1,2013-10-04,223000,8237,3,3,1,1140,7,2,1,1757,C,-5,10,19,U
26142,54,2,2013-02-28,429000,24080,5,5,2,1388,7,1,1,2996,C,-5,2,12,U
26143,54,2,2017-07-31,170000,5985,2,2,1,709,7,2,1,1103,C,-1,7,39,U
26144,54,2,2017-09-05,155000,7561,3,3,1,870,7,2,1,1609,C,-1,9,30,B
26145,47,2,2016-10-20,175000,171626,4,4,1,767,2,2,1,1295,D,-2,10,24,U
26146,54,2,2016-06-09,158000,22041,4,4,1,840,7,3,1,1344,C,-2,6,39,U
26147,64,3,2016-02-24,23000,367211,2,2,1,484,1,6,1,726,E,-2,2,41,U
26148,80,3,2013-10-10,207000,37897,5,5,1,840,2,3,1,1468,C,-5,10,70,U
26149,69,1,2016-10-28,212800,45302,3,3,2,780,7,3,1,1677,B,-2,10,39,U
26150,81,3,2013-01-04,220000,27600,4,4,2,1299,6,1,1,2598,B,-5,1,48,U
26151,54,2,2016-10-13,315000,41786,3,3,2,2233,5,2,1,2771,C,-2,10,29,U
26152,43,2,2016-06-24,124000,17352,3,3,1,796,7,2,1,1404,C,-2,6,41,B
26153,54,2,2013-07-05,209000,3276,2,2,1,738,7,3,1,738,C,-5,7,50,U
26154,54,2,2016-09-15,403067,0,6,3,2,1598,7,2,0,2506,C,-2,9,2,U
26155,54,2,2014-03-21,324900,5041,3,3,2,1196,7,1,1,1973,C,-4,3,11,B
26156,54,2,2014-04-28,213000,7450,2,2,1,698,7,1,1,1158,D,-4,4,39,U
26157,54,2,2017-10-31,590000,203861,3,3,3,1984,7,5,0,3578,C,-1,10,7,U
26158,54,2,2015-09-22,40000,0,3,3,2,1643,7,5,0,1643,C,-3,9,3,U
26159,54,2,2017-08-01,450000,47001,3,3,3,1548,7,5,1,2588,B,-1,8,12,U
26160,54,2,2017-09-22,319000,72445,3,3,2,1008,7,2,1,2031,C,-1,9,17,U
26161,54,2,2016-06-01,788500,4999,6,5,2,1105,7,1,1,2981,B,-2,6,36,U
26162,27,3,2016-09-30,244000,44200,3,3,2,1305,7,1,1,1855,C,-2,9,32,U
26163,54,2,2014-06-26,287000,6109,4,4,3,1232,7,2,0,2022,C,-4,6,6,B
26164,54,2,2015-07-20,425000,77414,3,3,2,1484,7,5,0,1736,C,-3,7,4,U
26165,92,1,2017-08-14,102000,27986,3,3,1,848,1,2,1,808,D,-1,8,31,U
26166,33,3,2015-10-28,115000,15000,3,3,1,933,5,3,1,888,C,-3,10,61,U
26167,54,2,2015-06-11,305000,80151,3,3,2,1288,7,2,0,1793,C,-3,6,3,B
26168,98,1,2016-06-30,110000,7535,6,6,2,1350,7,3,1,2000,C,-2,6,49,U
26169,69,1,2016-04-20,235000,58370,5,5,1,1215,7,1,1,2369,C,-2,4,38,U
26170,33,3,2015-08-26,75000,8970,3,3,2,646,2,3,1,1051,C,-3,8,42,U
26171,33,3,2016-04-07,170000,5520,3,3,2,632,7,3,1,1574,C,-2,4,36,U
26172,89,1,2013-09-16,905000,23671,3,3,3,1886,2,1,1,3797,B,-5,9,14,U
26173,75,2,2017-03-30,385000,65700,3,3,2,960,7,1,1,1665,C,-1,3,17,U
26174,54,2,2016-11-28,790000,22018,5,5,3,2160,5,5,0,5615,B,-2,11,4,U
26175,54,2,2016-08-22,362000,13072,4,4,2,1529,7,3,1,2386,C,-2,8,23,S
26176,54,2,2017-04-24,218000,5300,3,3,1,625,7,1,1,950,C,-1,4,50,U
26177,81,3,2013-04-26,391000,58163,3,3,2,2942,7,2,1,3082,B,-5,4,13,U
26178,54,2,2016-09-20,360000,9205,3,3,2,1148,7,1,1,2361,C,-2,9,14,U
26179,54,2,2015-09-17,92000,41770,3,3,1,945,5,6,1,945,E,-3,9,428,U
26180,47,2,2017-06-28,125000,1479298,3,3,1,1040,7,3,1,1512,C,-1,6,116,U
26181,43,2,2014-05-14,155000,287496,3,3,2,1467,7,3,1,1467,C,-4,5,20,U
26182,54,2,2017-12-14,173000,6300,3,3,2,875,7,3,1,1175,C,-1,12,38,U
26183,76,2,2016-09-23,152650,4400,3,3,1,588,7,2,1,1550,C,-2,9,23,H
26184,69,1,2017-07-14,150000,12500,3,3,1,880,7,2,1,840,C,-1,7,23,U
26185,48,2,2017-04-28,64000,3900,4,4,1,805,7,3,1,1088,D,-1,4,77,U
26186,71,1,2013-10-30,155000,10340,4,4,2,1040,7,3,1,1460,C,-5,10,17,U
26187,54,2,2017-10-30,110200,3569,3,3,1,567,7,2,1,1134,C,-1,10,40,H
26188,71,1,2017-10-05,125000,19267,3,3,1,808,3,1,1,936,C,-1,10,47,U
26189,33,3,2015-07-13,125000,6125,3,3,1,864,7,1,1,1564,C,-3,7,23,U
26190,59,2,2016-07-04,289000,17000,3,3,1,918,2,2,1,918,C,-2,7,26,U
26191,54,2,2014-02-20,180300,6091,4,4,1,720,7,3,1,1410,C,-4,2,47,U
26192,76,2,2017-04-24,325000,8336,3,3,2,1444,5,5,0,1996,C,-1,4,4,S
26193,96,1,2016-06-16,70000,53579,4,4,1,986,7,3,1,1183,D,-2,6,66,U
26194,54,2,2013-08-22,530000,17240,4,4,2,1281,7,2,1,2476,B,-5,8,41,U
26195,54,2,2017-08-25,469900,5158,3,3,3,1004,5,1,1,2581,B,-1,8,15,U
26196,75,2,2017-09-29,107000,31576,4,3,1,675,5,3,1,1013,C,-1,9,40,U
26197,69,1,2017-11-30,155100,221720,4,4,1,780,6,3,1,2082,C,-1,11,81,U
26198,69,1,2015-08-21,215000,14409,4,4,2,1258,7,2,1,1765,C,-3,8,23,S
26199,47,2,2016-08-31,85000,20000,3,3,1,1368,7,3,1,1868,C,-2,8,34,U
26200,54,2,2015-09-10,223900,20000,3,3,2,864,7,3,1,1478,C,-3,9,19,B
26201,69,1,2013-09-20,320000,18049,3,3,2,1336,2,2,0,1777,C,-5,9,2,U
26202,54,2,2013-01-31,413700,99820,4,4,2,1324,7,2,0,1996,C,-5,1,1,U
26203,43,2,2017-11-03,110000,15000,3,3,1,1050,7,1,1,1333,C,-1,11,42,U
26204,75,2,2017-07-28,115500,67082,2,2,1,1252,7,2,1,1308,C,-1,7,43,U
26205,43,2,2016-05-27,137900,22427,3,3,1,718,7,2,1,1039,C,-2,5,27,B
26206,47,2,2016-09-30,76500,20000,3,3,1,558,2,3,1,1200,C,-2,9,461,U
26207,43,2,2017-01-10,165000,59764,2,2,1,1488,5,3,1,968,C,-1,1,38,U
26208,54,2,2013-02-26,360000,19465,5,5,1,1603,7,1,1,2524,C,-5,2,48,S
26209,54,2,2015-06-23,269500,15663,3,3,2,1096,7,5,0,1927,C,-3,6,1,B
26210,96,1,2013-05-30,135000,85378,4,4,1,1233,7,1,1,1233,C,-5,5,27,U
26211,85,3,2017-07-20,118500,6268,2,2,1,960,7,1,1,1164,C,-1,7,37,U
26212,85,3,2016-08-03,136000,16950,3,3,2,1179,7,1,1,1799,C,-2,8,44,U
26213,85,3,2017-06-16,45000,5000,3,3,1,560,7,3,1,984,C,-1,6,51,U
26214,43,2,2017-07-31,292500,25620,4,4,2,1842,7,1,1,3657,C,-1,7,26,U
26215,54,2,2017-07-14,183000,3004,4,4,1,550,7,2,1,1394,C,-1,7,29,H
26216,33,3,2016-10-06,87000,8244,3,3,2,650,7,1,1,1270,C,-2,10,35,U
26217,75,2,2017-07-07,180000,472190,4,4,2,1266,7,3,1,1242,C,-1,7,47,U
26218,33,3,2016-08-10,140000,70131,4,4,1,1056,7,3,1,1408,C,-2,8,48,U
26219,20,1,2015-08-27,191000,20020,3,3,2,1716,7,5,1,1878,C,-3,8,30,B
26220,75,2,2015-10-15,81500,74052,2,2,1,725,3,3,1,1088,D,-3,10,40,U
26221,97,1,2016-08-03,240000,171626,2,2,2,1008,7,4,1,1818,C,-2,8,18,U
26222,97,1,2017-03-24,105000,21373,3,3,1,960,7,3,1,960,C,-1,3,39,U
26223,54,2,2016-04-18,229000,7300,4,4,2,1101,7,2,1,1901,C,-2,4,29,U
26224,80,3,2017-07-31,84000,43560,3,3,1,416,6,3,1,820,D,-1,7,39,U
26225,97,1,2013-10-23,90987,311454,2,2,1,851,1,6,1,851,C,-5,10,13,U
26226,33,3,2016-04-27,75000,7015,3,3,1,960,7,1,1,960,C,-2,4,38,U
26227,54,2,2016-09-29,269900,4515,3,3,1,784,7,1,1,2028,C,-2,9,15,U
26228,54,2,2014-11-25,282000,77449,3,3,1,1736,1,4,1,1736,C,-4,11,18,U
26229,54,2,2016-10-14,525000,50731,3,3,3,1749,7,1,1,3146,B,-2,10,14,U
26230,96,1,2015-10-30,127000,91476,3,3,1,1344,7,1,1,1680,C,-3,10,26,U
26231,54,2,2016-12-05,266000,8075,3,3,2,1064,7,2,1,1595,C,-2,12,20,B
26232,54,2,2016-12-09,565000,5736,5,5,3,1350,7,5,0,3224,B,-2,12,4,U
